,file_name,name,label,y_train0,y_train1,y_train2,y_train3,y_train4,y_train5,y_train6,y_train7,y_train8,y_train9,y_train10,y_train11,y_train12,y_train13,y_train14,y_train15,y_train16,y_train17,y_train_columns
23,Abra/649a7e234cac44feba6da6652127f423.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
24,Abra/7a300d6f799c48d1943cafaa5ab24e27.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
25,Abra/7b9859252d9346f6b3e7bc46d423c116.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
26,Abra/86c823fe351549c7818efd6ca718556e.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
27,Abra/95f205f244b54c00920626d669ea83e1.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
28,Abra/9754fcfa5d39464785f953e7c9da73d1.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
29,Abra/aabb27dd7e1c4508880bd8cc1141c340.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
30,Abra/b065da5f186d4f9db497012350b31a9f.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
31,Abra/b0b6de31451f4e7aa3411fe0963a7f4f.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
32,Abra/bd0873f54401446cacfafdac70f82cd3.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
33,Abra/bdd70647363b47d0a97a6a9a1a7dd469.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
34,Abra/c1c82c89958a4839a074910de72df05a.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
35,Abra/c241146097b44c2e98ee7e473f90074a.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
36,Abra/c9ab368481e446d685b1c1fdb42487df.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
37,Abra/d1ba8548fced4b53821bfc1e0612324f.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
38,Abra/e106e14eb8b54eff8bea6f765ea9d20c.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
39,Abra/e297786c64574fbbb264dc6274aa5864.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
40,Abra/e3da65f45d7841c8a14d591a24c0e2bc.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
41,Abra/ff32e38a281d48d2bb2c7157fd6448d0.npy,Abra,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
42,Absol/ajqxbozmrsbybyol.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
43,Absol/bojitzozvfnsmnpk.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
44,Absol/dnyutfucgbstcvyw.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
45,Absol/gmkknhhedjqptbpx.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
46,Absol/ivnlbitobqojfgjb.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
47,Absol/pjkccbgqwljayumo.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
48,Absol/pomxzgjvhcxdkehe.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
49,Absol/pzftyuoaxkmanrrk.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
50,Absol/ssoblkepyzemdxiv.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
51,Absol/tfeglrabzcavqecu.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
52,Absol/tnvrpuqqwwqyuzjs.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
53,Absol/wrrfviydkcfxplxd.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
54,Absol/ylvxohdnwjmcirsq.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
55,Absol/zpakjzzdeqplbsqb.npy,Absol,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
56,Accelgor/brbauywracawrajt.npy,Accelgor,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
57,Accelgor/caqwvfyxhdnymbly.npy,Accelgor,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
58,Accelgor/gfdutjyymgjiqcia.npy,Accelgor,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
59,Accelgor/uwiptnwzsdasfkws.npy,Accelgor,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
60,Accelgor/yjcqvjdoywsmffir.npy,Accelgor,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
61,Aerodactyl/029d0c659dc448f49993648b024e615c.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
62,Aerodactyl/0598db9a1de245db9719661466001511.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
63,Aerodactyl/0813a450419f4733bfa5f782810219a8.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
64,Aerodactyl/0a15b831d1b947fda035aaf637c58215.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
65,Aerodactyl/0eab1e1f744340fa87268f2b558c7ccf.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
66,Aerodactyl/0f5ec128d07341989cb8786fec08c885.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
67,Aerodactyl/1727be397509465f9d3dafbf3849a8f1.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
68,Aerodactyl/25adea61e7624a84a8fbe88d7dcbeb6e.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
69,Aerodactyl/25d15a304c354f3e8064249cf704370d.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
70,Aerodactyl/263b3cb088e5448e99335fbda8f73ee7.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
71,Aerodactyl/35933037ff854c2784e5199f6dc8a728.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
72,Aerodactyl/3a3db872afba41279604c7cda5eeeed7.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
73,Aerodactyl/41e07cd07e9a4d25b9ad5a9ca08f3b5e.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
74,Aerodactyl/4c7989f0dc414bb189a4990659dc0e3f.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
75,Aerodactyl/523b396d18584c35a45823b6a145eff6.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
76,Aerodactyl/79f94a276b9a4e06b4884c3b77ef4622.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
77,Aerodactyl/7fb69a33c0ca4c458812233bb4084b01.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
78,Aerodactyl/8c1a69bc6f3746bdabacd8d658041dcb.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
79,Aerodactyl/8e1000fe38a640c2b74abc74e93eb049.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
80,Aerodactyl/9130363164c248e39ef9b2f51efef1df.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
81,Aerodactyl/91a6d66ed71e45c4a7a5a7917ab44666.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
82,Aerodactyl/9509421af9a04d038cfca99ad0f2b885.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
83,Aerodactyl/97ecd443cbf64b31838c723d80b0f1be.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
84,Aerodactyl/a1eb1fcdf2ea490aa3dc6b49a8c88fd5.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
85,Aerodactyl/affe04e2007d4f53a42849bd96cd0520.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
86,Aerodactyl/bb6be0f790654421a4456b1b9242e0a1.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
87,Aerodactyl/bf5489f37c6f4dd688e59254d3bddcab.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
88,Aerodactyl/d1d381e5f2df42a0973e0251751e1a14.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
89,Aerodactyl/d995b3fc3cbe47e4811493dd8f1c4ada.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
90,Aerodactyl/dbbd1c859b8d48878421e058f2d7e26c.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
91,Aerodactyl/e8d4cf4ee37a471bb92ee42e298eb692.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
92,Aerodactyl/eea9ce8c690a4c1380e2d8fc6be729a5.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
93,Aerodactyl/f403dcd3136643e4b43c7d01e14494bc.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
94,Aerodactyl/f6de83f1ed034679bf49b84e0af203ce.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
95,Aerodactyl/f9b2de8410924cb49e75c0178b15103f.npy,Aerodactyl,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18
96,Aggron/braigknwdltdbhaj.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
97,Aggron/dyoxkvaelhvjmqqq.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
98,Aggron/fczlapacpdqwrwqp.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
99,Aggron/fovigswaonpxmwoo.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
100,Aggron/kaweqfordayigrgr.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
101,Aggron/nrybtmxygwkdecyn.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
102,Aggron/oqnfmbhxffztgbjn.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
103,Aggron/pofrumzgvauqgahl.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
104,Aggron/rqgbtgfhtrztqwlc.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
105,Aggron/skrphuurjlaoijlw.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
106,Aggron/uanlmhnmfncktoko.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
107,Aggron/uwlkxlbgflinjxnl.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
108,Aggron/xuewyyikroqhmidq.npy,Aggron,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
109,Aipom/caczlkpvsqeisqgu.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
110,Aipom/dbanayejidrcjmgr.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
111,Aipom/hrzdqbozsynfwgcm.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
112,Aipom/htoxltstsrqsdksk.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
113,Aipom/ijhvkkquhcphuhkd.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
114,Aipom/kiaeonyoxvmovvsj.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
115,Aipom/ofvttqagfabkzala.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
116,Aipom/phkdvrsddvqdwutz.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
117,Aipom/srwmyqicacpkjiaw.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
118,Aipom/tqdopmlzcmrnmpug.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
119,Aipom/vxqrqwkunymbspnk.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
120,Aipom/xjxnsokoccswflue.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
121,Aipom/yiozsmoaydedzznp.npy,Aipom,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
122,Alakazam/0bdefe16e8734bf0a8653ec64123ffe9.npy,Alakazam,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
123,Alakazam/0cfe57a5bf674650b0de0c381df13ca0.npy,Alakazam,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
